Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate
24622,Narcissus,Sean Scully,5305.0,1984,"Oil on canvas, three panels","Overall 9' 1 5/8"" x 8' 1/8"" x 5 1/2"" (278.4 x 244.2 x 14 cm)",Gift of Edward R. Broida,773.2005.a-b,Painting,Painting & Sculpture,2005-10-06,Y,100311,,,,277.3686,,,243.8405,,"American, born Ireland 1945",American,Male,1945.0,0.0
24623,Big Grey Robe,Sean Scully,5305.0,2002,Oil on canvas,"7' 6 1/8"" x 6' (228.9 x 182.9 cm)",Gift of Edward R. Broida,774.2005,Painting,Painting & Sculpture,2005-10-06,Y,100312,,,,228.6005,,,182.8804,,"American, born Ireland 1945",American,Male,1945.0,0.0
24642,Untitled,John Walker,6220.0,1976-77,Synthetic polymer paint and mixed media on canvas,"6' 11 3/4"" x 8' (213.4 x 243.8 cm)",Gift of Edward R. Broida,802.2005,Painting,Painting & Sculpture,2005-10-06,Y,100339,,,,213.3604,,,243.8405,,"British, born 1939",British,Male,1939.0,0.0
24643,Green Alba-Kingston,John Walker,6220.0,1979-80,Oil on canvas,"6' 6 1/8"" x 66"" (198.1 x 167.6 cm)",Gift of Edward R. Broida,803.2005,Painting,Painting & Sculpture,2005-10-06,Y,100340,,,,198.1204,,,167.6403,,"British, born 1939",British,Male,1939.0,0.0
24644,"New Haven, No. 1",John Walker,6220.0,1976,"Acrylic, chalk, and canvas on canvas","7' 8 1/4"" x 68 1/8"" (233.7 x 172.7 cm)",Gift of Edward R. Broida,801.2005,Painting,Painting & Sculpture,2005-10-06,Y,100341,,,,233.6805,,,172.7203,,"British, born 1939",British,Male,1939.0,0.0
24645,March Light,John Walker,6220.0,2001,Oil on canvas,"7' x 66"" (213.4 x 167.6 cm)",Gift of Edward R. Broida,804.2005,Painting,Painting & Sculpture,2005-10-06,Y,100342,,,,213.3604,,,167.6403,,"British, born 1939",British,Male,1939.0,0.0
24647,Cerebellar Islands,David Webster,28994.0,1999,Oil on canvas,"8' 1/4"" x 6' (243.8 x 182.9 cm)",Gift of Edward R. Broida,806.2005,Painting,Painting & Sculpture,2005-10-06,Y,100344,,,,243.8405,,,182.8804,,"American, born 1947",American,Male,1947.0,0.0
24679,Garden of Earthly Delights X,Raqib Shaw,28429.0,2004,"Synthetic polymer paint, glitter, stones, crystals, rhinestones, and gems on board, three panels",8 x 15' (243.8 x 457.2 cm),"Gift of Adam Sender and George Lindemann, Jr.",984.2005.a-c,Painting,Painting & Sculpture,2005-12-12,Y,101456,,,,243.8405,,,457.2009,,"Indian, born 1974",Indian,Male,1974.0,0.0
24690,Untitled,Carmen Herrera,30075.0,1952,Acrylic on canvas,"25 x 60"" (63.5 x 152.4 cm)",Gift of Agnes Gund and Tony Bechara,972.2005,Painting,Painting & Sculpture,2005-12-12,Y,101471,,,,63.5001270003,,,152.4003048006,,"Cuban, born 1915",Cuban,Female,1915.0,0.0
24691,Physical S.E.X.,Tim Bavington,30077.0,2005,"Synthetic polymer paint on canvas, three panels","6' x 13' 5"" (182.9 x 408.9 cm)",Fractional and promised gift of Michael Lynne,969.2005.a-c,Painting,Painting & Sculpture,2005-12-12,Y,101472,,,,182.8804,,,408.9408,,"American, born England 1966",British,Male,1966.0,0.0
24692,The Painter,Marlene Dumas,7521.0,1994,Oil on canvas,"6' 7"" x 39 1/4"" (200.7 x 99.7 cm)",Fractional and promised gift of Martin and Rebecca Eisenberg,970.2005,Painting,Painting & Sculpture,2005-12-12,Y,101473,,,,200.6604,,,99.6952,,"South African, born 1953",South African,Female,1953.0,0.0
24693,Energy,Mangelos (Dimitrije Bašičević),29439.0,1977-1978,Synthetic polymer paint on wood panel,"21 1/2 x 29 1/2"" (54.6 x 74.9 cm)",Gift of Agnes Gund and Daniel Shapiro,975.2005,Painting,Painting & Sculpture,2005-12-12,Y,101474,,,,54.6101,,,74.9301,,"Croatian, 1921–1987",Croatian,Male,1921.0,0.0
24695,Energy,Mangelos (Dimitrije Bašičević),29439.0,1978,"Synthetic polymer paint on wood, seven panels","Each panel (left to right) 24 1/4 x 17 1/4"" (61.6 x 43.8 cm), 11 3/4 x 9 3/4"" (29.8 x 24.8 cm), 15 3/4 x 15 3/4"" (40 x 40 cm), 15 3/4 x 15 3/4"" (40 x 40 cm), 24 1/2 x 17 5/8"" (62.2 x 44.8 cm), 27 1/2 x 23 1/4 x 3 1/4"" (69.9 x 59.1 x 8.3 cm), and 16 x 15 3/4"" (40.6 x 40 cm)",Purchase,976.2005.a-g,Painting,Painting & Sculpture,2005-12-12,Y,101476,,,,61.5951,,,43.8151,,"Croatian, 1921–1987",Croatian,Male,1921.0,0.0
24697,Kytes Tree,Gabriel Orozco,7461.0,2005,Synthetic polymer paint on canvas,"6' 6 3/4"" x 6' 6 3/4"" (200 x 200 cm)",Purchase and gift of Anna Marie and Robert F. Shapiro and Donald B. Marron,981.2005,Painting,Painting & Sculpture,2005-12-12,Y,101478,,,,200.0254,,,200.0254,,"Mexican, born 1962",Mexican,Male,1962.0,0.0
24760,Demolition,Luc Tuymans,7520.0,2005,Oil on canvas,"65 x 44 1/2"" (165.1 x 113 cm)",Fractional and promised gift of Leonard and Susan Feinstein,215.2006,Painting,Painting & Sculpture,2006-02-13,Y,102056,,,,165.1003,,,113.0302,,"Belgian, born 1958",Belgian,Male,1958.0,0.0
24761,The Secretary of State,Luc Tuymans,7520.0,2005,Oil on canvas,"18 x 24 3/8"" (45.7 x 61.9 cm)",Fractional and promised gift of David and Monica Zwirner,216.2006,Painting,Painting & Sculpture,2006-02-13,Y,102057,,,,45.7201,,,61.9126,,"Belgian, born 1958",Belgian,Male,1958.0,0.0
24763,Untitled,Mira Schendel,7961.0,1963,Tempera on canvas,"31 1/2 x 23 5/8"" (80 x 60 cm)",Committee on Painting and Sculpture Funds,214.2006,Painting,Painting & Sculpture,2006-02-13,Y,102059,,,,80.0,,,60.0,,"Brazilian, born Switzerland. 1919–1988",Brazilian,Female,1919.0,1988.0
24800,The Table (Still Life with Fan),Georges Braque,744.0,"L'Estaque or Paris, fall 1910",Oil on canvas,"15 x 21 3/4"" (38 x 55.3 cm)",Anonymous gift and bequest of Florene May Schoenborn (by exchange),358.2006,Painting,Painting & Sculpture,2006-05-08,Y,102385,,,,38.1001,,,55.2451,,"French, 1882–1963",French,Male,1882.0,1963.0
24803,Forest (2),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg and Leonard and Susan Feinstein,213.2006.2,Painting,Painting & Sculpture,2006-02-13,Y,102407,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24804,Forest (5),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg and Leonard and Susan Feinstein,213.2006.5,Painting,Painting & Sculpture,2006-02-13,Y,102410,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24805,Forest (6),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg and Leonard and Susan Feinstein,213.2006.6,Painting,Painting & Sculpture,2006-02-13,Y,102411,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24806,Forest (8),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg and Leonard and Susan Feinstein,213.2006.8,Painting,Painting & Sculpture,2006-02-13,Y,102413,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24807,Forest (9),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg,213.2006.9,Painting,Painting & Sculpture,2006-02-13,Y,102414,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24808,Forest (10),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg and Leonard and Susan Feinstein,213.2006.10,Painting,Painting & Sculpture,2006-02-13,Y,102415,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24809,Forest (11),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Leonard and Susan Feinstein,213.2006.11,Painting,Painting & Sculpture,2006-02-13,Y,102416,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24810,Forest (12),Gerhard Richter,4907.0,2005,Oil on canvas,"77 5/8 x 52"" (197.2 x 132.1 cm)",Gift of Warren and Mitzi Eisenberg and Leonard and Susan Feinstein,213.2006.12,Painting,Painting & Sculpture,2006-02-13,Y,102417,,,,197.1679,,,132.0803,,"German, born 1932",German,Male,1932.0,0.0
24811,Jen,Marlene Dumas,7521.0,2005,Oil on canvas,"43 3/8 x 51 1/4"" (110.2 x 130.2 cm)",Gift of Marie-Josée and Henry R. Kravis in honor of Klaus Biesenbach and Christophe Cherix,360.2006,Painting,Painting & Sculpture,2006-05-08,Y,102421,,,,110.1727,,,130.1753,,"South African, born 1953",South African,Female,1953.0,0.0
24817,Axiom of Indifference,Mel Bochner,625.0,1972-73,Felt-tip pen on masking tape and pennies on floor,"installed on two sides of a free-standing wall, dimensions variable, each side apprroximately 24 x 24"" (61 x 61 cm)",Committee on Painting and Sculpture Funds,291.1997.1,Painting,Painting & Sculpture,1997-06-02,Y,102569,,,,61.0,,,61.0,,"American, born 1940",American,Male,1940.0,0.0
24818,Axiom of Indifference,Mel Bochner,625.0,1972-73,Felt-tip pen on masking tape and pennies on floor,"installed on two sides of a free-standing wall, dimensions variable, each side apprroximately 24 x 24"" (61 x 61 cm)",Committee on Painting and Sculpture Funds,291.1997.2,Painting,Painting & Sculpture,1997-06-02,Y,102570,,,,61.0,,,61.0,,"American, born 1940",American,Male,1940.0,0.0
24825,Pyre,Jasper Johns,2923.0,2003,Encaustic on canvas and wood with objects,"66 1/2 x 44 1/8 x 2 1/8"" (168.9 x 112.1 x 5.4 cm)",Fractional and promised gift of Marie-Josée and Henry R. Kravis,363.2006.a-b,Painting,Painting & Sculpture,2006-05-08,Y,102745,,5.3975,,168.9103,,,112.0777,,"American, born 1930",American,Male,1930.0,0.0
24826,Pyre 2,Jasper Johns,2923.0,2003,Oil on canvas and wood with objects,"66 1/4 x 44 x 6 3/4"" (168.3 x 111.8 x 17.1 cm)",Fractional and promised gift of Marie-Josée and Henry R. Kravis,364.2006.a-d,Painting,Painting & Sculpture,2006-05-08,Y,102746,,17.145,,168.2753,,,111.7602,,"American, born 1930",American,Male,1930.0,0.0
24832,Rancho,Edward Ruscha,5086.0,1968,Oil on canvas,"60 x 54"" (152.4 x 137.2 cm)",Gift of Steven and Alexandra Cohen,367.2006,Painting,Painting & Sculpture,2006-05-08,Y,102875,,,,152.4003,,,137.1603,,"American, born 1937",American,Male,1937.0,0.0
24833,Coco Was a Poco Loco about Cacao and Men,Al Hansen,30644.0,1968,Hershey wrappers on wood,"11 1/2 x 8"" (29.2 x 20.3 cm)",Gift of Agnes Gund,362.2006,Painting,Painting & Sculpture,2006-05-08,Y,102883,,,,29.2101,,,20.32,,"American, 1927–1995",American,Male,1927.0,1995.0
25079,"Random Distribution of 40,000 Squares Using the Odd and Even Numbers of a Telephone Directory, 50% Blue, 50% Red",François Morellet,4083.0,1960,Oil on canvas,"40 5/8 x 40 5/8"" (103 x 103 cm)",Enid A. Haupt Fund,1184.2012,Painting,Painting & Sculpture,2012-09-28,Y,105479,,,,103.0,,,103.0,,"French, 1926–2016",French,Male,1926.0,2016.0
25083,The Grey Dog,Albert York,31744.0,c. 1967,Oil on wood,"9 x 10 3/8"" (22.9 x 26.4 cm)",Gift of Werner H. Kramarsky,696.2006,Painting,Painting & Sculpture,2006-11-13,Y,105764,,,,22.86,,,26.3526,,"American, born 1928",American,Male,1928.0,0.0
25084,Cow,Albert York,31744.0,c. 1972,Oil on wood,"8 x 11"" (20.3 x 27.9 cm)",Gift of Werner H. Kramarsky,695.2006,Painting,Painting & Sculpture,2006-11-13,Y,105765,,,,20.32,,,27.9401,,"American, born 1928",American,Male,1928.0,0.0
25085,"Untitled from the series Dear Painter, Paint for Me [Lieber Maler, male mir]",Martin Kippenberger,3111.0,1981,Acrylic on canvas,"7' 10 1/2"" x 9' 9 3/4"" (240 x 299.1 cm)",Gift of Steven and Alexandra Cohen,164.2007,Painting,Painting & Sculpture,2007-04-09,Y,105768,,,,240.030480061,,,299.0855981712,,"German, 1953–1997",German,Male,1953.0,1997.0
25136,Active Object,Willys de Castro,8474.0,1961,Oil on canvas mounted on wood,"36 1/4 x 7/8 x 4 3/8"" (92.1 x 2.2 x 11.1 cm)","Gift of Patricia Phelps de Cisneros, through the Latin American and Caribbean Fund, in honor of Estrellita Brodsky",2.2007,Painting,Painting & Sculpture,2007-02-12,Y,106710,,238.7605,,91.9482,,,11.175999999999998,,"Brazilian, 1926–1988",Brazilian,Male,1926.0,1988.0
25152,Untitled,Wade Guyton,28874.0,2006,Epson UltraChrome inkjet on canvas,"7' 1 1/4"" x 69"" (216.5 x 175.3 cm)",Fund for the Twenty-First Century,162.2007,Painting,Painting & Sculpture,2007-04-09,Y,106997,,,,216.5354,,,175.2604,,"American, born 1972",American,Male,1972.0,0.0
25200,The Bricks,Reena Spaulings,32523.0,2006,Acrylic on canvas,8 x 40' (243.8 x 1219.2 cm),Fund for the Twenty-First Century,461.2007,Painting,Painting & Sculpture,2007-10-01,Y,108146,,,,243.8405,,,1219.2024,,,,Female,0.0,0.0
25215,Earth,David Wojnarowicz,6623.0,1987,"Acrylic and cut-and-pasted paper on wood, two panels","72 x 96"" (182.9 x 243.8 cm)",Gift of Agnes Gund,167.2007.a-b,Painting,Painting & Sculpture,2007-04-09,Y,108180,,,,182.8804,,,243.8405,,"American, 1954–1992",American,Male,1954.0,1992.0
25232,White acrylic painting on white and anthracite gray striped fabric,Daniel Buren,873.0,1966,Acrylic on striped cotton fabric,"7' 5 3/4"" x 6' 5 5/8"" (228 x 197 cm)",Nina and Gordon Bunshaft Bequest and the Philip L. Goodwin Collection Funds (both by exchange),161.2007,Painting,Painting & Sculpture,2007-04-09,Y,108290,,,,228.0,,,197.0,,"French, born 1938",French,Male,1938.0,0.0
25251,Psychology Today,Amy Sillman,28808.0,2006,Oil on canvas,"7' 8"" x 7' 1/2"" (233.7 x 214.6 cm)",Fund for the Twenty-First Century,459.2007,Painting,Painting & Sculpture,2007-10-01,Y,108955,,,,213.3604,,,182.8804,,"American, born 1955",American,Female,1955.0,0.0
25342,Untitled from the series Splints (Sarrafos),Mira Schendel,7961.0,1987,Acrylic on wood,"77 15/16 x 70 7/8 x 3 5/8"" (198 x 180 x 9.2 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,867.2016,Painting,Painting & Sculpture,2016-09-21,Y,109483,,9.2,,198.0,,,180.0,,"Brazilian, born Switzerland. 1919–1988",Brazilian,Female,1919.0,1988.0
25384,Painting Bitten by a Man,Jasper Johns,2923.0,1961,Encaustic on canvas mounted on type plate,"9 1/2 x 6 7/8"" (24.1 x 17.5 cm)","Gift of Jasper Johns in memory of Kirk Varnedoe, Chief Curator of the Department of Painting and Sculpture, 1989-2001",211.2007,Painting,Painting & Sculpture,2007-05-07,Y,109945,,,,24.13,,,17.4625,,"American, born 1930",American,Male,1930.0,0.0
25549,Untitled,Lucy McKenzie,28714.0,2002,Acrylic and oil on canvas,"6' 3 3/4"" x 9' 10 1/8"" (200 x 300 cm)",Fund for the Twenty-First Century,1153.2007,Painting,Painting & Sculpture,2007-12-10,Y,110906,,,,200.0,,,300.0,,"British, born 1977",British,Female,1977.0,0.0
25550,Untitled,Lucy McKenzie,28714.0,2002,Acrylic and oil on canvas,"9' 10 1/8"" x 6' 6 3/4"" (300 x 200 cm)",Fund for the Twenty-First Century,1154.2007,Painting,Painting & Sculpture,2007-12-10,Y,110907,,,,300.0,,,200.0,,"British, born 1977",British,Female,1977.0,0.0
25784,Everything goes. Primary and secondary colors brought up to white,Alejandro Puente,33943.0,1968-70,"Cloth, iron, pigments, works on paper","29 1/2 x 68 7/8"" (74.9 x 174.9 cm)","Latin American and Caribbean Fund with additional funding provided by Beatriz and Andres von Buch on behalf of Fundación arteBA

",1156.2007.a-f,Painting,Painting & Sculpture,2007-12-10,Y,112199,,,,74.9301,,,174.9428,,"Argentine, 1933–2013",Argentine,Male,1933.0,2013.0
25785,Kinechromatic Apparatus S-14,Abraham Palatnik,33945.0,1957-58,"Wood, metal, synthetic fabric, lightbulbs, and motor","31 1/2 x 23 5/8 x 7 7/8"" (80 x 60 x 20 cm)",Latin American and Caribbean Fund through a gift of Patricia Phelps de Cisneros in honor of Marnie Pillsbury,1150.2008,Painting,Painting & Sculpture,2008-07-22,Y,112200,,20.0025,,80.0102,,,60.0076,,"Brazilian, 1928-2020",Brazilian,Male,1928.0,2020.0
25786,Progression 91-A,Abraham Palatnik,33945.0,1965,Jacaranda wood,"30 5/16 x 28 3/8"" (77 x 72 cm)",Latin American and Caribbean Fund,1149.2008,Painting,Painting & Sculpture,2008-07-22,Y,112201,,,,76.9939,,,72.0,,"Brazilian, 1928-2020",Brazilian,Male,1928.0,2020.0
25790,Untitled (Figures),Joaquín Torres-García,5907.0,1927,Oil on canvas,"28 x 37 3/4"" (71.1 x 95.9 cm)",Gift of Pierre and Albert Loeb,207.2008,Painting,Painting & Sculpture,2008-03-10,Y,112469,,,,71.1201,,,95.8852,,"Uruguayan, 1874–1949",Uruguayan,Male,1874.0,1949.0
25834,Still Life,Mira Schendel,7961.0,1953,Oil on canvas,"25 1/2 x 21 1/8"" (64.8 x 53.7 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund,863.2016,Painting,Painting & Sculpture,2016-09-21,Y,114307,,,,64.8,,,53.7,,"Brazilian, born Switzerland. 1919–1988",Brazilian,Female,1919.0,1988.0
26098,Head of Jake,Frank Auerbach,240.0,2006-07,Oil on canvas,"24 1/8 x 22"" (61.3 x 55.9 cm)",Gift of an anonymous donor,203.2008,Painting,Painting & Sculpture,2008-03-10,Y,116267,,,,61.3,,,55.9,,"British, born Germany 1931. To England 1939.",British,Male,1931.0,0.0
26099,Homage to J. S. Bach,Georges Braque,744.0,winter 1911-12,Oil on canvas,"21 1/4 x 28 3/4"" (54 x 73 cm)
","The Sidney and Harriet Janis Collection, acquired through the gift of Leon D. and Debra Black, the gift of William B. Jaffe and Evelyn A. J. Hall (by exchange), the Nelson A. Rockefeller Bequest Fund (by exchange), and the Richard S. Zeisler Bequest (by exchange)",544.2008,Painting,Painting & Sculpture,2008-06-09,Y,116275,,,,54.0,,,73.0,,"French, 1882–1963",French,Male,1882.0,1963.0
26101,Untitled,Rosemarie Trockel,5933.0,1987,Wool,"8' 2 1/2"" x 70 7/8"" (250 x 180 cm)",Scott Burton Fund,208.2008,Painting,Painting & Sculpture,2008-03-10,Y,116287,,,,250.0,,,180.0,,"German, born 1952",German,Female,1952.0,0.0
26115,Planes in Modulated Surface 4,Lygia Clark,27445.0,1957,Formica and industrial paint on wood,"39 1/4 x 39 1/4"" (99.7 x 99.7 cm)",Gift of Patricia Phelps de Cisneros through the Latin American and Caribbean Fund in honor of Kathy Fuld,205.2008,Painting,Painting & Sculpture,2008-03-10,Y,116324,,1.2,,99.7,,,99.7,,"Brazilian, 1920–1988",Brazilian,Female,1920.0,1988.0
26659,Pilgrim,Sandra Gamarra,32909.0,2008,Oil on canvas,"6' 4 3/4"" x 63 3/4"" (194.9 x 161.9 cm)",Gift of Estrellita Brodsky through the Latin American and Caribbean Fund,1892.2008,Painting,Painting & Sculpture,2008-11-11,Y,118857,,,,194.94538989080002,,,161.9253238506,,"Peruvian, born 1972",Peruvian,Female,1972.0,0.0
26660,A Thief in Paradise,Batiste Madalena,35204.0,1925,Tempera on poster board,"Overall: 44 x 23 3/4"" (111.8 x 60.3 cm)",Gift of Judith and Steven Katten,F2012.1307,Painting,Film,2012-02-08,N,118887,,,,111.7602235204,,,60.325120650200006,,"American, 1902–1988",American,Male,1902.0,1988.0
26661,Beggar on Horseback,Batiste Madalena,35204.0,1925,Tempera on poster board,"Overall: 44 1/8 x 24 3/4"" (112.1 x 62.9 cm)",Courtesy of Judith and Steven Katten,F2012.1308,Painting,Film,2012-02-08,N,118888,,,,112.0777241554,,,62.8651257303,,"American, 1902–1988",American,Male,1902.0,1988.0
26662,Classmates,Batiste Madalena,35204.0,1924,Tempera on poster board,"Overall: 44 x 24 3/4"" (111.8 x 62.9 cm)",Gift of Judith and Steven Katten,F2012.1309,Painting,Film,2012-02-08,N,118889,,,,111.7602235204,,,62.8651257303,,"American, 1902–1988",American,Male,1902.0,1988.0
26663,The Freshman,Batiste Madalena,35204.0,1925,Tempera and paper on poster board,"Overall: 43 x 24 1/8"" (109.2 x 61.3 cm)",Courtesy of Judith and Steven Katten,F1922,Painting,Film,2008-12-09,Y,118892,,,,109.2202184404,,,61.277622555200004,,"American, 1902–1988",American,Male,1902.0,1988.0
26664,The Haunted House,Batiste Madalena,35204.0,1928,Tempera on poster board,"Overall: 43 3/4 x 24 3/4"" (111.1 x 62.9 cm)",Courtesy of Judith and Steven Katten,TR14133.10,Painting,Film,2012-02-08,N,118893,,,,111.12522225040001,,,62.8651257303,,"American, 1902–1988",American,Male,1902.0,1988.0
26665,The Kid Brother,Batiste Madalena,35204.0,1927,Tempera on poster board,"Overall: 43 3/4 x 24 3/8"" (111.1 x 61.9 cm)",Courtesy of Judith and Steven Katten,F2012.1310,Painting,Film,2012-02-08,N,118894,,,,111.12522225040001,,,61.91262382520001,,"American, 1902–1988",American,Male,1902.0,1988.0
26666,The Loves of Carmen,Batiste Madalena,35204.0,c. 1927,Tempera on poster board,"Overall: 43 x 24"" (109.2 x 61 cm)",Courtesy of Judith and Steven Katten,TR14133.6,Painting,Film,2012-02-08,N,118895,,,,109.2202184404,,,60.9601219202,,"American, 1902–1988",American,Male,1902.0,1988.0
26667,The Noose,Batiste Madalena,35204.0,c. 1928,Tempera on poster board,"Overall: 43 1/2 x 24 3/4"" (110.5 x 62.9 cm)",Courtesy of Judith and Steven Katten,F1926,Painting,Film,2008-12-09,Y,118896,,,,110.49022098040001,,,62.8651257303,,"American, 1902–1988",American,Male,1902.0,1988.0
26668,So This Is Marriage,Batiste Madalena,35204.0,1925,Tempera on poster board,"Overall: 43 1/8 x 24 1/4"" (109.5 x 61.6 cm)",Courtesy of Judith and Steven Katten,TR14133.7,Painting,Film,2012-02-08,N,118897,,,,109.5377190754,,,61.595123190200006,,"American, 1902–1988",American,Male,1902.0,1988.0
26669,The Unknown,Batiste Madalena,35204.0,1927,Tempera on poster board,"Overall: 42 3/4 x 24"" (108.6 x 61 cm)",Courtesy of Judith and Steven Katten,F1929,Painting,Film,2008-12-09,Y,118899,,,,108.58521717040001,,,60.9601219202,,"American, 1902–1988",American,Male,1902.0,1988.0
26670,Variety,Batiste Madalena,35204.0,1926,Tempera on poster board,"Overall: 43 x 24 1/8"" (109.2 x 61.3 cm)",Courtesy of Judith and Steven Katten,TR14133.11,Painting,Film,2012-02-08,N,118900,,,,109.2202184404,,,61.277622555200004,,"American, 1902–1988",American,Male,1902.0,1988.0
